"_id","eudractNumber","e811_randomised","e814_double_blind","e112_therapeutic_area","e11_medical_conditions_being_investigated","adverseEvents.reportingGroups.reportingGroup.subjectsExposed","adverseEvents.nonSeriousAdverseEvents.nonSeriousAdverseEvent","adverseEvents.reportingGroups.reportingGroup.deathsAllCauses"
"2006-005332-25-DE","2006-005332-25",TRUE,TRUE,NA,"Complicated Skin and Skin Structure Infections cSSSI",NA,NA,NA
"2006-005383-51-ES","2006-005383-51",TRUE,FALSE,"Diseases C - Nutritional and Metabolic Diseases C18","Type II diabetes",NA,NA,NA
"2006-005385-39-ES","2006-005385-39",TRUE,TRUE,NA,"Overweight/Obese Type 2 Diabetic Patients Not Adequately Controlled with Metformin ----------------------------- Pacientes diabticos tipo 2 con sobrepeso/obesos no adecuadamente controlados con metformina.",NA,NA,NA
"2006-005492-17-HU","2006-005492-17",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2006-005851-14-EE","2006-005851-14",TRUE,TRUE,NA,"Study in patients with mixed dyslipidemia type IIb at risk of cardiovascular disease not adequately controlled by 40 mg simvastatin alone.",NA,NA,NA
"2006-005931-56-CZ","2006-005931-56",TRUE,TRUE,NA,"Type 2 Diabetes mellitus",NA,NA,NA
"2006-005951-14-IT","2006-005951-14",TRUE,FALSE,NA,"Diabetic nephropathy","34 / 36 / 33",8,"5 / 4 / 1"
"2006-005954-62-IT","2006-005954-62",TRUE,FALSE,NA,"Diabetic nephropathy","209 / 201 / 202",67,"5 / 7 / 4"
"2006-005969-18-ES","2006-005969-18",TRUE,TRUE,NA,"Diabetes Type II",NA,NA,NA
"2006-006025-73-BE","2006-006025-73",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2006-006092-21-ES","2006-006092-21",TRUE,FALSE,NA,"diabetes tipo 2",NA,NA,NA
"2006-006149-15-IT","2006-006149-15",FALSE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2006-006437-40-BE","2006-006437-40",TRUE,FALSE,NA,"HIV-1",NA,NA,NA
"2006-006488-22-DE","2006-006488-22",TRUE,TRUE,NA,"Painful Diabetic Neuropathy",NA,NA,NA
"2006-006550-96-DE","2006-006550-96",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Oral insulin is to be used for the prevention of type 1 diabetes mellitus in relatives at risk of developing the disease.","294 / 278",129,"0 / 0"
"2006-006677-25-FR","2006-006677-25",TRUE,TRUE,NA,"Sleep maintenance insomnia + subpopulation of stable type II Diabetes Mellitus",NA,NA,NA
"2006-006754-10-FR","2006-006754-10",NA,NA,NA,"Diabetes mellitus non insulino dependant",NA,NA,NA
"2006-006967-22-ES","2006-006967-22",TRUE,FALSE,NA,"Subjects 18  65 years of age, who meets the DSM-IV criteria for schizophrenia with a PANSS total score at screening of 60-100 inclusive, and who in the opinion of the investigator will benefit from a treatment with paliperidone ER or olanzapine",NA,NA,NA
"2007-000019-27-ES","2007-000019-27",TRUE,TRUE,NA,"type II diabetes mellitus",NA,NA,NA
"2007-000037-19-ES","2007-000037-19",TRUE,TRUE,NA,"Mixed Hyperlipidemia Hiperlipidemia Mixta",NA,NA,NA
"2007-000145-35-ES","2007-000145-35",TRUE,TRUE,NA,"type II diabetes mellitus Diabetes Mellitus Tipo II",NA,NA,NA
"2007-000208-34-BE","2007-000208-34",TRUE,FALSE,"Diseases C - Cancer C04","Adult patients with newly diagnosed Philadelphia chromosome positive Ph+ chronic myelogenous leukemia in chronic phase CML-CP","280 / 279 / 277 / 836",300,"3 / 10 / 5 / 18"
"2007-000236-16-EE","2007-000236-16",TRUE,TRUE,NA,"Established Spasticity Resulting from Multiple Sclerosis",NA,NA,NA
"2007-000486-38-NL","2007-000486-38",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2007-000538-37-DE","2007-000538-37",TRUE,TRUE,NA,"Type II diabetes mellitus inadequate control",NA,NA,NA
"2007-000739-25-BE","2007-000739-25",TRUE,FALSE,NA,"metastatic carcinoid tumors whose disease-related symptoms are inadequately controlled by somatostatin analogues",NA,NA,NA
"2007-000755-33-FR","2007-000755-33",TRUE,FALSE,NA,"Patients with T2DM already treated with metformin.",NA,NA,NA
"2007-000860-25-BE","2007-000860-25",TRUE,TRUE,NA,"Diabetes type 2",NA,NA,NA
"2007-001557-26-BE","2007-001557-26",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Patients with atrial fibrillation and at least one additional risk factor for stroke who have failed or are unsuitable for vitamin K antagonist therapy.","2798 / 3275 / 2780",391,"111 / 265 / 140"
"2007-001821-85-BE","2007-001821-85",TRUE,FALSE,NA,"liver transplantation",NA,NA,NA
"2007-001972-36-BE","2007-001972-36",TRUE,TRUE,NA,"Acromegaly is characterized by chronic hypersecretion of growth hormone GH, clinical features comprise structural and functional changes occurring in practically all organs. Cardiovascular disease is the main reason for morbidity and increased mortality.","178 / 180 / 81 / 38 / 178 / 81",58,"1 / 2 / 1 / 0 / 1 / 1"
"2007-002017-39-ES","2007-002017-39",TRUE,TRUE,NA,"Hypercholesterolemia or Mixed Dyslipidemia Hipercolesterolemia o dislipidemia mixta",NA,NA,NA
"2007-002088-29-DK","2007-002088-29",TRUE,TRUE,NA,"Balaglitazone is being developed as an oral anti-diabetic drug to improve glycaemic control in patients with type 2 diabetes",NA,NA,NA
"2007-002218-21-DE","2007-002218-21",TRUE,TRUE,NA,"type II diabetes mellitus",NA,NA,NA
"2007-002223-32-DE","2007-002223-32",TRUE,TRUE,NA,"Cardiac surgical patients in whom the use of cardiopulmonary bypass is planned and having at least one ore more of the following risk factors for post-operative acute kidney injury  Age  70 years  Preoperative plasma creatinine 120 mol/L  Heart failure NYHA class III / IV  Insulin dependent diabetes mellitus    Valve surgery with or without coronary artery bypass graft surgery  Redo cardiac surgery",NA,NA,NA
"2007-002448-10-IT","2007-002448-10",TRUE,TRUE,NA,"type 2 diabetic patients with insufficient glycaemic control",NA,NA,NA
"2007-002450-28-BE","2007-002450-28",TRUE,TRUE,NA,"Type 2 diabetes",NA,NA,NA
"2007-002456-41-ES","2007-002456-41",TRUE,TRUE,NA,"Pacientes con Diabetes Melitus tipo 2 con control glucmico insuficiente. Patients with type 2 Diabetes Mellitus with insufficient glycaemic control.",NA,NA,NA
"2007-002457-24-FI","2007-002457-24",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2007-002492-14-NL","2007-002492-14",TRUE,TRUE,NA,"Patients with BMI  or  30 kg/m2 or BMI  27 kg/m2 with associated risk factors such as Type 2 Diabetes mellitus or Dyslipidemia",NA,NA,NA
"2007-002515-75-BE","2007-002515-75",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2007-002957-22-BE","2007-002957-22",TRUE,FALSE,NA,"Type 2 Diabetes",NA,NA,NA
"2007-003012-61-BE","2007-003012-61",TRUE,TRUE,NA,"Non diabetic patients with Non-Alcoholic Steato-Hepatitis",NA,NA,NA
"2007-003013-14-BE","2007-003013-14",TRUE,TRUE,NA,"Diabetic patients with Non-Alcoholic Steato-Hepatitis",NA,NA,NA
"2007-003131-23-BE","2007-003131-23",TRUE,TRUE,NA,"Metabolic Syndrome, Hypertension",NA,NA,NA
"2007-003371-39-DE","2007-003371-39",TRUE,TRUE,NA,"actinic keratosis AK",NA,NA,NA
"2007-003529-26-DE","2007-003529-26",TRUE,TRUE,NA,"Type II Diabetes mellitus",NA,NA,NA
"2007-003548-32-DE","2007-003548-32",TRUE,TRUE,NA,"Type II Diabetes mellitus",NA,NA,NA
"2007-003723-21-ES","2007-003723-21",TRUE,TRUE,NA,"Diabetes Mellitus Tipo 2",NA,NA,NA
"2007-003889-18-DE","2007-003889-18",TRUE,TRUE,NA,"Treatment of actinic keratosis grade I to II",NA,NA,NA
"2007-003937-17-ES","2007-003937-17",TRUE,FALSE,NA,"type 2 diabetes mellitus  diabetes tipo 2",NA,NA,NA
"2007-003963-31-SE","2007-003963-31",TRUE,TRUE,NA,"Patients with acute myocardial infarction or unstable angina pectoris and newly detected impaired glucose tolerance or type 2 diabetes without any previous pharmacological glucose-lowering treatment",NA,NA,NA
"2007-003998-55-DE","2007-003998-55",TRUE,TRUE,NA,"Type 2 diabetes",NA,NA,NA
"2007-004137-42-AT","2007-004137-42",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2007-004448-60-BE","2007-004448-60",TRUE,TRUE,NA,"Hypercholesterolemia",NA,NA,NA
"2007-004585-40-DE","2007-004585-40",TRUE,TRUE,NA,"Patients with type 2 diabetes.",NA,NA,NA
"2007-004817-33-ES","2007-004817-33",TRUE,TRUE,NA,"The subjects who will participate to this clinical trial are not healthy volonteers. They have Permanent, persistent or paroxysmal non-valvular atrial fibrillation that is ECG-documented, with an indication for long-term VKA therapy.  --------------------------------------- prevencin del ictus y de episodios tromboemblicos sistmicos en pacientes con fibrilacin auricular",NA,NA,NA
"2007-004833-40-LT","2007-004833-40",TRUE,TRUE,NA,"Type 2 Diabetes patients insufficiently controlled with metformin monotherapy",NA,NA,NA
"2007-004864-29-BE","2007-004864-29",TRUE,FALSE,NA,"Type II diabetes mellitus",NA,NA,NA
"2007-004877-24-BE","2007-004877-24",TRUE,TRUE,NA,"Diabetic Macular Edema DME",NA,NA,NA
"2007-004951-12-LV","2007-004951-12",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2007-005163-94-DE","2007-005163-94",TRUE,FALSE,NA,"Acute coronary syndrome ACS","88 / 85 / 97",1,"2 / 0 / 1"
"2007-005220-33-ES","2007-005220-33",TRUE,TRUE,NA,"Diabetes tipo 2 Type 2 diabetes",NA,NA,NA
"2007-005317-19-BE","2007-005317-19",TRUE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2007-005434-37-BE","2007-005434-37",TRUE,TRUE,NA,"RHEUMATOID ARTHRITIS, NOS","731 / 744",81,"22 / 19"
"2007-005435-28-ES","2007-005435-28",TRUE,TRUE,NA,"Attention impairment after cancer treatment Trastorno de atencin despus del tratamiento para el cncer","40 / 31 / 34 / 25",9,"1 / 0 / 0 / 0"
"2007-005442-20-BE","2007-005442-20",TRUE,TRUE,NA,"Attention impairment after cancer treatment","40 / 31 / 34 / 25",5,"0 / 0 / 0 / 0"
"2007-005495-13-DE","2007-005495-13",FALSE,FALSE,NA,"Painful Diabetic Neuropathy Painful Herpetic Neuralgia will not be studied in the EU as the preceding double-blind study was not conducted here",NA,NA,NA
"2007-005784-10-BE","2007-005784-10",TRUE,TRUE,NA,"Diabetic Foot Ulcer",NA,NA,NA
"2007-005839-28-ES","2007-005839-28",TRUE,TRUE,NA,"Hypercholesterolemia, mixed hyperlipidemia Hipercolesterolemia, hiperlipidemia mixta","804 / 714 / 808 / 684 / 808 / 369 / 804 / 433 / 271 / 1",149,"7 / 1 / 6 / 1 / 7 / 9 / 5 / 9 / 1 / 0"
"2007-005880-80-ES","2007-005880-80",TRUE,TRUE,NA,"Type II Diabetes --------------------- Diabetes tipo II",NA,NA,NA
"2007-005881-11-DE","2007-005881-11",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2007-005883-28-ES","2007-005883-28",TRUE,FALSE,NA,"Type II Diabetes --------------------- Diabetes tipo II",NA,NA,NA
"2007-005884-92-DE","2007-005884-92",TRUE,TRUE,NA,"Type II diabetes",NA,NA,NA
"2007-005886-36-DE","2007-005886-36",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2007-005887-29-BE","2007-005887-29",TRUE,TRUE,NA,"Type II diabetes",NA,NA,NA
"2007-005925-31-IT","2007-005925-31",TRUE,TRUE,NA,"Diabetes",NA,NA,NA
"2007-005931-27-PL","2007-005931-27",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2007-006095-11-BE","2007-006095-11",TRUE,TRUE,NA,"Non-insulin dependent type 2 diabetes",NA,NA,NA
"2007-006706-14-DE","2007-006706-14",TRUE,TRUE,NA,"Diabetes mellitus type 2",NA,NA,NA
"2007-006854-24-DE","2007-006854-24",TRUE,FALSE,NA,"Actinic keratosis AK",NA,NA,NA
"2007-007198-21-ES","2007-007198-21",TRUE,TRUE,NA,"Diabetes Mellitus tipo 2",NA,NA,NA
"2007-007540-10-ES","2007-007540-10",TRUE,TRUE,NA,"Diabetes mellitus tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2008-000345-55-ES","2008-000345-55",TRUE,FALSE,NA,"Cancer de pulmon no microctico",NA,NA,NA
"2008-000516-32-ES","2008-000516-32",TRUE,FALSE,NA,"Diabetes tipo 2 tratado con metformina y no suficientemente controlada",NA,NA,NA
"2008-000521-19-ES","2008-000521-19",NA,NA,NA,"Diabetes tipo 2 tratada con metformina pero no suficientemente controlada con unt tratamiento previo de metformina y con insulina glargina o sitagliptina.",NA,NA,NA
"2008-000558-11-BE","2008-000558-11",TRUE,FALSE,NA,"H5N1 vaccination in healthy subjects adult and elderly population and in specified risk groups chronically ill, transplant and HIV patients.",NA,NA,NA
"2008-000750-13-BE","2008-000750-13",FALSE,FALSE,NA,"Patients with type 2 Diabetes Mellitus.",NA,NA,NA
"2008-000854-11-BE","2008-000854-11",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2008-000874-19-ES","2008-000874-19",TRUE,TRUE,NA,"Hipertensin Hypertension",NA,NA,NA
"2008-000959-10-DE","2008-000959-10",TRUE,TRUE,NA,"Type II diabetes mellitus",NA,NA,NA
"2008-000976-26-IT","2008-000976-26",TRUE,TRUE,NA,"Type II diabetes",NA,NA,NA
"2008-001002-16-DE","2008-001002-16",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-001038-28-BE","2008-001038-28",FALSE,FALSE,NA,"Prophylaxis of Influenza",NA,NA,NA
"2008-001049-24-BE","2008-001049-24",TRUE,TRUE,NA,"Obesity and overweight Pre-diabetes","1524 / 755 / 957 / 487",230,"2 / 2 / 1 / 1"
"2008-001050-40-FR","2008-001050-40",TRUE,FALSE,NA,"type 2 diabetes",NA,NA,NA
"2008-001089-10-FR","2008-001089-10",TRUE,TRUE,NA,"DIABETES, NOS",NA,NA,NA
"2008-001243-18-ES","2008-001243-18",TRUE,TRUE,NA,"Diabetes Mellitus Tipo 2",NA,NA,NA
"2008-001246-21-DE","2008-001246-21",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-001454-40-IT","2008-001454-40",FALSE,FALSE,NA,"tipe I dyabete",NA,NA,NA
"2008-001640-40-DE","2008-001640-40",TRUE,TRUE,NA,"Patients with type 2 diabetes   with insufficient glycaemic control HbA1c  7.5 to  11  at Visit 2  with very poor glycaemic control HbA1c  11",NA,NA,NA
"2008-001744-39-DE","2008-001744-39",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2008-001765-28-SK","2008-001765-28",TRUE,TRUE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2008-001854-42-ES","2008-001854-42",TRUE,TRUE,NA,"Type 2 diabetes mellitus Diabetes Mellitus tipo II",NA,NA,NA
"2008-001855-23-BE","2008-001855-23",TRUE,FALSE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2008-001856-36-ES","2008-001856-36",TRUE,FALSE,NA,"Diabetes Mellitus tipo 2",NA,NA,NA
"2008-001921-33-ES","2008-001921-33",TRUE,TRUE,NA,"DIABETES",NA,NA,NA
"2008-002121-36-DE","2008-002121-36",TRUE,TRUE,NA,"Treatment of Type 2 Diabetes",NA,NA,NA
"2008-002199-88-ES","2008-002199-88",TRUE,TRUE,NA,"Obesidad y sobrepeso",NA,NA,NA
"2008-002205-40-DE","2008-002205-40",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Otelixizumab is being developed for the treatment of patients with autoimmune T1DM with residual beta cell function RBCF, with the goal of preserving RBCF in this patient population. There are currently no approved treatments for this indication. Approved treatments for T1DM in the EU are insulins or insulin analogues.",NA,NA,NA
"2008-002439-33-IT","2008-002439-33",TRUE,TRUE,NA,"Patients with essential hypertension and with at least one additional cardiovascular risk factor, not controlled by a previous monotherapy",NA,NA,NA
"2008-002708-25-BE","2008-002708-25",TRUE,TRUE,NA,"Acute Coronary Syndrome ACS",NA,NA,NA
"2008-002843-18-BE","2008-002843-18",TRUE,TRUE,NA,"Diabetic Sensorimotor Polyneuropathy",NA,NA,NA
"2008-003118-86-HU","2008-003118-86",TRUE,TRUE,NA,"Type 2 diabetes with insufficient glycaemic control HbA1c 7.0-10 despite background therapy with a sulfonylurea drug",NA,NA,NA
"2008-003640-11-IT","2008-003640-11",TRUE,TRUE,NA,"Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control.",NA,NA,NA
"2008-003843-36-GR","2008-003843-36",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2008-004412-12-SK","2008-004412-12",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-004522-16-BE","2008-004522-16",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Reduction of Stroke and/or systemic embolic event SEE in subjects with atrial fibrillation AF.",NA,NA,NA
"2008-004722-16-BE","2008-004722-16",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-004881-16-ES","2008-004881-16",TRUE,TRUE,NA,"Enfermedad coronaria",NA,NA,NA
"2008-004913-93-HU","2008-004913-93",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2008-004953-14-DK","2008-004953-14",TRUE,TRUE,NA,"hypercholesterolemia",NA,NA,NA
"2008-005012-41-DE","2008-005012-41",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2008-005030-73-DE","2008-005030-73",TRUE,TRUE,NA,"- Incidence of CV outcomes compared to placebo for the TZD class as a whole, rosiglitazone RSG, and pioglitazone PIO when added to the therapeutic regimen of a person with type 2 diabetes who has additional risk factors for CV events.   - Determine whether adding vitamin D in such individuals is superior to adding placebo with respect to reducing the incidence of death or serious cancers requiring hospitalization, chemotherapy or surgery compared to placebo.",NA,NA,NA
"2008-005248-17-BE","2008-005248-17",NA,NA,NA,"This is a study of the long term safety of dabigatran intended indication: stroke prevention in patients with atrial fibrillation.Eligible patients received dabigatran during the RE-LY trial 1160.26.At the time of entry into RE-LY, patients had at least one risk factor for stroke 1 congestive heart failure, 2 left ventricular dysfunction, 3 age 75, 4 age 65 years with hypertension, diabetes or coronary artery disease or 5 previous stroke, systemic embolism or transient ischemic attack",NA,NA,NA
"2008-005546-23-DE","2008-005546-23",TRUE,TRUE,"Diseases C - Nervous System Diseases C10","Insulin resistance in patients who have had a stroke or transient ischaemic attack","1937 / 1939",227,"146 / 136"
"2008-005575-96-BE","2008-005575-96",TRUE,TRUE,NA,"chronic Coronary Heart Disease cCHD","7890 / 7912",399,"577 / 582"
"2008-005767-34-FR","2008-005767-34",TRUE,FALSE,NA,"type 2 diabetes mellitus",NA,NA,NA
"2008-005768-15-SE","2008-005768-15",TRUE,FALSE,NA,"type 2 diabetes",NA,NA,NA
"2008-005769-71-FR","2008-005769-71",TRUE,FALSE,NA,"type 1 diabetes",NA,NA,NA
"2008-005771-10-FI","2008-005771-10",TRUE,FALSE,NA,"type 2 diabetes mellitus",NA,NA,NA
"2008-005774-13-DE","2008-005774-13",TRUE,FALSE,NA,"type 1 diabetes",NA,NA,NA
"2008-005776-27-BE","2008-005776-27",TRUE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2008-005777-35-ES","2008-005777-35",TRUE,FALSE,NA,"Diabetes mellitus type 2 Diabetes mellitus tipo 2",NA,NA,NA
"2008-005809-20-ES","2008-005809-20",TRUE,TRUE,NA,"Pacientes con Diabetes Tipo 2 Patients with Type 2 diabetes",NA,NA,NA
"2008-005892-83-GB","2008-005892-83",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Obesity in pregnancy.   Obesity in pregnancy has been identified by Confidential Enquiry into Maternal And Child Health CEMACH 2008-2011 as a major health risk to mother and baby.","202 / 198",95,"0 / 0"
"2008-005972-29-BE","2008-005972-29",TRUE,TRUE,NA,"The investigation will be carried out on subjects with Acute Coronary Syndromes.",NA,NA,NA
"2008-006176-30-DE","2008-006176-30",TRUE,TRUE,NA,"Chronic neuropathic low back pain.",NA,NA,NA
"2008-006177-32-ES","2008-006177-32",TRUE,TRUE,NA,"Linfoma de clulas del manto Mantle-Cell Lymphoma",NA,NA,NA
"2008-006317-25-DE","2008-006317-25",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2008-006439-12-BE","2008-006439-12",TRUE,FALSE,"Diseases C - Virus Diseases C02","HIV Infection","2325 / 2359",NA,"66 / 85"
"2008-006447-40-BE","2008-006447-40",TRUE,TRUE,NA,"Progression of atherosclerosis in hypertensive patients with coronary artery disease",NA,NA,NA
"2008-006719-20-BE","2008-006719-20",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Type 2 diabetes mellitus T2DM","7274 / 7266",NA,"57 / 54"
"2008-006720-62-ES","2008-006720-62",TRUE,TRUE,NA,"Diabetes Mellitus tipo 2 Type 2 diabetes mellitus",NA,NA,NA
"2008-007334-22-DE","2008-007334-22",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-007335-40-DE","2008-007335-40",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2008-007444-34-ES","2008-007444-34",TRUE,TRUE,NA,"Pacientes con diabetes mellitus de tipo II DMT2 actualmente en tratamiento con una dosis diaria estable de metformina sola, pero que tienen un control glucmico insuficiente.  Patients with type II diabetes mellitus T2DM who are currently treated with a stable daily dose of metformin alone but experiencing inadequate glycemic control",NA,NA,NA
"2008-007660-41-ES","2008-007660-41",TRUE,TRUE,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2008-007661-24-ES","2008-007661-24",TRUE,FALSE,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2008-007662-37-ES","2008-007662-37",TRUE,TRUE,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2008-007664-42-ES","2008-007664-42",TRUE,TRUE,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus",NA,NA,NA
"2008-007681-30-IT","2008-007681-30",TRUE,TRUE,NA,"Essential hypertension",NA,NA,NA
"2008-007689-52-DE","2008-007689-52",TRUE,TRUE,NA,"Lipids not at goal in diabetic patients with cardiovascular disease",NA,NA,NA
"2008-008127-15-ES","2008-008127-15",TRUE,TRUE,NA,"type 2 diabetes mellitus Diabetes Mellitus tipo 2",NA,NA,NA
"2008-008287-28-DE","2008-008287-28",FALSE,FALSE,NA,"Patients with prediabetes either impaired glucose tolerance or imparied fasting glucose and no obvious diabetes mellitus",NA,NA,NA
"2008-008296-33-BE","2008-008296-33",TRUE,TRUE,NA,"Type 2 diabetes pretreated with basal Insulin therapy",NA,NA,NA
"2008-008298-77-BE","2008-008298-77",TRUE,TRUE,NA,"Subjects with a recent acute coronary syndrome ACS and at least 2 additional risk factors for recurrent ischemic events.",NA,NA,NA
"2008-008494-59-DE","2008-008494-59",TRUE,TRUE,NA,"Patients with type 2 diabetes previously completing the double-blind part of study 1218.46",NA,NA,NA
"2009-009157-24-ES","2009-009157-24",TRUE,TRUE,NA,"Pacientes con diabetes mellitus tipo 2 Patients with Type 2 diabetes",NA,NA,NA
"2009-009320-36-DE","2009-009320-36",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 Diabetes Mellitus",NA,NA,NA
"2009-009500-39-BE","2009-009500-39",TRUE,FALSE,NA,"Diabetes",NA,NA,NA
"2009-009889-13-BE","2009-009889-13",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2009-010063-16-ES","2009-010063-16",TRUE,TRUE,NA,"Neuropata Diabtica Dolorosa",NA,NA,NA
"2009-010170-38-ES","2009-010170-38",TRUE,TRUE,NA,"enfermedad cardiovascular, hipertensin funcional",NA,NA,NA
"2009-010224-25-DE","2009-010224-25",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-010536-17-ES","2009-010536-17",TRUE,TRUE,NA,"Edema macular despus de intervencin de cataratas. macular edema following cataract surgery",NA,NA,NA
"2009-010662-28-FR","2009-010662-28",TRUE,FALSE,NA,"type 2 diabetes mellitus",NA,NA,NA
"2009-010830-23-IE","2009-010830-23",TRUE,FALSE,NA,"Diabetes",NA,NA,NA
"2009-010900-27-BE","2009-010900-27",FALSE,FALSE,NA,"Prophylaxis of Influenza",NA,NA,NA
"2009-011150-17-BE","2009-011150-17",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Pulmonary arterial hypotension","302 / 151 / 152",57,"29 / 22 / 19"
"2009-011222-34-BE","2009-011222-34",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Type 2 diabetes mellitus T2DM and acute coronary syndrome ACS",NA,NA,NA
"2009-011231-12-ES","2009-011231-12",TRUE,FALSE,NA,"Pacientes con diabetes mellitus tipo 1, entre 1 y 6 aos _______________________________________________ Patients with type 1 diabetes mellitus, aged at least 1 year to less than 6 years","62 / 63",9,"0 / 0"
"2009-011271-78-ES","2009-011271-78",TRUE,FALSE,NA,"type 2 diabetes Diabetes tipo 2",NA,NA,NA
"2009-011398-33-CZ","2009-011398-33",TRUE,FALSE,NA,"Type 2 Diabetes",NA,NA,NA
"2009-011399-31-FR","2009-011399-31",TRUE,FALSE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-011606-41-BE","2009-011606-41",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Recent-onset type 1 diabetes mellitus",NA,NA,NA
"2009-011672-29-IT","2009-011672-29",TRUE,FALSE,NA,"type 1 diabetes",NA,NA,NA
"2009-012011-17-BE","2009-012011-17",TRUE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2009-012140-16-BE","2009-012140-16",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","Type 2 diabetes mellitus and history or high risk cardiovascular disease","1441 / 1445 / 1441",136,"74 / 68 / 66"
"2009-012201-19-BE","2009-012201-19",TRUE,TRUE,NA,"Type 2 diabetes mellitus","4668 / 4672",368,"382 / 447"
"2009-012269-71-ES","2009-012269-71",TRUE,TRUE,NA,"Pacientes con diabetes tipo 2 con un episodio reciente de sndrome coronario agudo SCA. Type 2 diabetes patients with a recent acute coronary syndrome ACS event.","3587 / 3587",422,"2 / 2"
"2009-012367-34-BE","2009-012367-34",TRUE,TRUE,"Diseases C - Virus Diseases C02","Influenza",NA,NA,NA
"2009-012581-32-BE","2009-012581-32",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","after recent Acute Coronary Syndrome ACS","6465 / 6452",371,"403 / 376"
"2009-012597-13-LT","2009-012597-13",TRUE,TRUE,NA,"Type 2 diabetes mellitus T2DM",NA,NA,NA
"2009-012652-24-LT","2009-012652-24",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Type II diabetes mellitus T2DM",NA,NA,NA
"2009-012772-27-ES","2009-012772-27",TRUE,TRUE,NA,"Dyslipidemia. Dislipidemia",NA,NA,NA
"2009-012775-10-BE","2009-012775-10",TRUE,TRUE,NA,"Non-insulin dependent type 2 diabetes mellitus",NA,NA,NA
"2009-012806-37-DE","2009-012806-37",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2009-012816-41-ES","2009-012816-41",TRUE,TRUE,NA,"Diabetes mellitus tipo 2 no insulino dependiente en pacientes ancianos / 65 aos Non-insulin dependent type 2 diabetes mellitus in elderly patients / 65 years",NA,NA,NA
