"id","eudractNumber","randomised","double_blind","therapeutic_area","condition_is_diabetes","subjects_exposed_total","nonserious_ae_count","deaths_total","mortality_percent","condition_text"
"2006-005051-15-BE","2006-005051-15",1,1,"Unknown",1,NA,NA,NA,NA,"type II Diabetes mellitus"
"2006-005101-64-IT","2006-005101-64",1,1,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes"
"2006-005192-18-DE","2006-005192-18",1,1,"Unknown",0,NA,NA,NA,NA,"Obesity"
"2006-005283-47-DE","2006-005283-47",1,1,"Unknown",0,NA,NA,NA,NA,"Complicated Skin and Skin Structure Infections cSSSI"
"2006-005332-25-DE","2006-005332-25",1,1,"Unknown",0,NA,NA,NA,NA,"Complicated Skin and Skin Structure Infections cSSSI"
"2006-005383-51-ES","2006-005383-51",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type II diabetes"
"2006-005385-39-ES","2006-005385-39",1,1,"Unknown",1,NA,NA,NA,NA,"Overweight/Obese Type 2 Diabetic Patients Not Adequately Controlled with Metformin ----------------------------- Pacientes diabticos tipo 2 con sobrepeso/obesos no adecuadamente controlados con metformina."
"2006-005492-17-HU","2006-005492-17",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2006-005851-14-EE","2006-005851-14",1,1,"Unknown",0,NA,NA,NA,NA,"Study in patients with mixed dyslipidemia type IIb at risk of cardiovascular disease not adequately controlled by 40 mg simvastatin alone."
"2006-005931-56-CZ","2006-005931-56",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes mellitus"
"2006-005951-14-IT","2006-005951-14",1,0,"Unknown",1,103,8,10,9.70873786407767,"Diabetic nephropathy"
"2006-005954-62-IT","2006-005954-62",1,0,"Unknown",1,612,67,16,2.61437908496732,"Diabetic nephropathy"
"2006-005969-18-ES","2006-005969-18",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Type II"
"2006-006025-73-BE","2006-006025-73",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2006-006092-21-ES","2006-006092-21",1,0,"Unknown",1,NA,NA,NA,NA,"diabetes tipo 2"
"2006-006149-15-IT","2006-006149-15",0,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2006-006437-40-BE","2006-006437-40",1,0,"Unknown",0,NA,NA,NA,NA,"HIV-1"
"2006-006488-22-DE","2006-006488-22",1,1,"Unknown",1,NA,NA,NA,NA,"Painful Diabetic Neuropathy"
"2006-006550-96-DE","2006-006550-96",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,572,129,0,0,"Oral insulin is to be used for the prevention of type 1 diabetes mellitus in relatives at risk of developing the disease."
"2006-006677-25-FR","2006-006677-25",1,1,"Unknown",1,NA,NA,NA,NA,"Sleep maintenance insomnia + subpopulation of stable type II Diabetes Mellitus"
"2006-006754-10-FR","2006-006754-10",NA,NA,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus non insulino dependant"
"2006-006967-22-ES","2006-006967-22",1,0,"Unknown",0,NA,NA,NA,NA,"Subjects 18  65 years of age, who meets the DSM-IV criteria for schizophrenia with a PANSS total score at screening of 60-100 inclusive, and who in the opinion of the investigator will benefit from a treatment with paliperidone ER or olanzapine"
"2007-000019-27-ES","2007-000019-27",1,1,"Unknown",1,NA,NA,NA,NA,"type II diabetes mellitus"
"2007-000037-19-ES","2007-000037-19",1,1,"Unknown",0,NA,NA,NA,NA,"Mixed Hyperlipidemia Hiperlipidemia Mixta"
"2007-000145-35-ES","2007-000145-35",1,1,"Unknown",1,NA,NA,NA,NA,"type II diabetes mellitus Diabetes Mellitus Tipo II"
"2007-000208-34-BE","2007-000208-34",1,0,"Diseases C - Cancer C04",0,1672,300,36,2.15311004784689,"Adult patients with newly diagnosed Philadelphia chromosome positive Ph+ chronic myelogenous leukemia in chronic phase CML-CP"
"2007-000236-16-EE","2007-000236-16",1,1,"Unknown",0,NA,NA,NA,NA,"Established Spasticity Resulting from Multiple Sclerosis"
"2007-000486-38-NL","2007-000486-38",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2007-000538-37-DE","2007-000538-37",1,1,"Unknown",1,NA,NA,NA,NA,"Type II diabetes mellitus inadequate control"
"2007-000739-25-BE","2007-000739-25",1,0,"Unknown",0,NA,NA,NA,NA,"metastatic carcinoid tumors whose disease-related symptoms are inadequately controlled by somatostatin analogues"
"2007-000755-33-FR","2007-000755-33",1,0,"Unknown",0,NA,NA,NA,NA,"Patients with T2DM already treated with metformin."
"2007-000860-25-BE","2007-000860-25",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes type 2"
"2007-001557-26-BE","2007-001557-26",1,1,"Diseases C - Cardiovascular Diseases C14",0,8853,391,516,5.8285327007794,"Patients with atrial fibrillation and at least one additional risk factor for stroke who have failed or are unsuitable for vitamin K antagonist therapy."
"2007-001821-85-BE","2007-001821-85",1,0,"Unknown",0,NA,NA,NA,NA,"liver transplantation"
"2007-001972-36-BE","2007-001972-36",1,1,"Unknown",0,736,58,6,0.815217391304348,"Acromegaly is characterized by chronic hypersecretion of growth hormone GH, clinical features comprise structural and functional changes occurring in practically all organs. Cardiovascular disease is the main reason for morbidity and increased mortality."
"2007-002017-39-ES","2007-002017-39",1,1,"Unknown",0,NA,NA,NA,NA,"Hypercholesterolemia or Mixed Dyslipidemia Hipercolesterolemia o dislipidemia mixta"
"2007-002088-29-DK","2007-002088-29",1,1,"Unknown",1,NA,NA,NA,NA,"Balaglitazone is being developed as an oral anti-diabetic drug to improve glycaemic control in patients with type 2 diabetes"
"2007-002218-21-DE","2007-002218-21",1,1,"Unknown",1,NA,NA,NA,NA,"type II diabetes mellitus"
"2007-002223-32-DE","2007-002223-32",1,1,"Unknown",1,NA,NA,NA,NA,"Cardiac surgical patients in whom the use of cardiopulmonary bypass is planned and having at least one ore more of the following risk factors for post-operative acute kidney injury  Age  70 years  Preoperative plasma creatinine 120 mol/L  Heart failure NYHA class III / IV  Insulin dependent diabetes mellitus    Valve surgery with or without coronary artery bypass graft surgery  Redo cardiac surgery"
"2007-002448-10-IT","2007-002448-10",1,1,"Unknown",1,NA,NA,NA,NA,"type 2 diabetic patients with insufficient glycaemic control"
"2007-002450-28-BE","2007-002450-28",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2007-002456-41-ES","2007-002456-41",1,1,"Unknown",1,NA,NA,NA,NA,"Pacientes con Diabetes Melitus tipo 2 con control glucmico insuficiente. Patients with type 2 Diabetes Mellitus with insufficient glycaemic control."
"2007-002457-24-FI","2007-002457-24",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2007-002492-14-NL","2007-002492-14",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with BMI  or  30 kg/m2 or BMI  27 kg/m2 with associated risk factors such as Type 2 Diabetes mellitus or Dyslipidemia"
"2007-002515-75-BE","2007-002515-75",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2007-002957-22-BE","2007-002957-22",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes"
"2007-003012-61-BE","2007-003012-61",1,1,"Unknown",1,NA,NA,NA,NA,"Non diabetic patients with Non-Alcoholic Steato-Hepatitis"
"2007-003013-14-BE","2007-003013-14",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic patients with Non-Alcoholic Steato-Hepatitis"
"2007-003131-23-BE","2007-003131-23",1,1,"Unknown",0,NA,NA,NA,NA,"Metabolic Syndrome, Hypertension"
"2007-003371-39-DE","2007-003371-39",1,1,"Unknown",0,NA,NA,NA,NA,"actinic keratosis AK"
"2007-003529-26-DE","2007-003529-26",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes mellitus"
"2007-003548-32-DE","2007-003548-32",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes mellitus"
"2007-003723-21-ES","2007-003723-21",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus Tipo 2"
"2007-003889-18-DE","2007-003889-18",1,1,"Unknown",0,NA,NA,NA,NA,"Treatment of actinic keratosis grade I to II"
"2007-003937-17-ES","2007-003937-17",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus  diabetes tipo 2"
"2007-003963-31-SE","2007-003963-31",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with acute myocardial infarction or unstable angina pectoris and newly detected impaired glucose tolerance or type 2 diabetes without any previous pharmacological glucose-lowering treatment"
"2007-003998-55-DE","2007-003998-55",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2007-004137-42-AT","2007-004137-42",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2007-004448-60-BE","2007-004448-60",1,1,"Unknown",0,NA,NA,NA,NA,"Hypercholesterolemia"
"2007-004585-40-DE","2007-004585-40",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes."
"2007-004817-33-ES","2007-004817-33",1,1,"Unknown",0,NA,NA,NA,NA,"The subjects who will participate to this clinical trial are not healthy volonteers. They have Permanent, persistent or paroxysmal non-valvular atrial fibrillation that is ECG-documented, with an indication for long-term VKA therapy.  --------------------------------------- prevencin del ictus y de episodios tromboemblicos sistmicos en pacientes con fibrilacin auricular"
"2007-004833-40-LT","2007-004833-40",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes patients insufficiently controlled with metformin monotherapy"
"2007-004864-29-BE","2007-004864-29",1,0,"Unknown",1,NA,NA,NA,NA,"Type II diabetes mellitus"
"2007-004877-24-BE","2007-004877-24",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic Macular Edema DME"
"2007-004951-12-LV","2007-004951-12",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2007-005163-94-DE","2007-005163-94",1,0,"Unknown",0,270,1,3,1.11111111111111,"Acute coronary syndrome ACS"
"2007-005220-33-ES","2007-005220-33",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes tipo 2 Type 2 diabetes"
"2007-005317-19-BE","2007-005317-19",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2007-005434-37-BE","2007-005434-37",1,1,"Unknown",0,1475,81,41,2.77966101694915,"RHEUMATOID ARTHRITIS, NOS"
"2007-005435-28-ES","2007-005435-28",1,1,"Unknown",0,130,9,1,0.769230769230769,"Attention impairment after cancer treatment Trastorno de atencin despus del tratamiento para el cncer"
"2007-005442-20-BE","2007-005442-20",1,1,"Unknown",0,130,5,0,0,"Attention impairment after cancer treatment"
"2007-005495-13-DE","2007-005495-13",0,0,"Unknown",1,NA,NA,NA,NA,"Painful Diabetic Neuropathy Painful Herpetic Neuralgia will not be studied in the EU as the preceding double-blind study was not conducted here"
"2007-005784-10-BE","2007-005784-10",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic Foot Ulcer"
"2007-005839-28-ES","2007-005839-28",1,1,"Unknown",0,5696,149,46,0.807584269662921,"Hypercholesterolemia, mixed hyperlipidemia Hipercolesterolemia, hiperlipidemia mixta"
"2007-005880-80-ES","2007-005880-80",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes --------------------- Diabetes tipo II"
"2007-005881-11-DE","2007-005881-11",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2007-005883-28-ES","2007-005883-28",1,0,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes --------------------- Diabetes tipo II"
"2007-005884-92-DE","2007-005884-92",1,1,"Unknown",1,NA,NA,NA,NA,"Type II diabetes"
"2007-005886-36-DE","2007-005886-36",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2007-005887-29-BE","2007-005887-29",1,1,"Unknown",1,NA,NA,NA,NA,"Type II diabetes"
"2007-005925-31-IT","2007-005925-31",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes"
"2007-005931-27-PL","2007-005931-27",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2007-006095-11-BE","2007-006095-11",1,1,"Unknown",1,NA,NA,NA,NA,"Non-insulin dependent type 2 diabetes"
"2007-006706-14-DE","2007-006706-14",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus type 2"
"2007-006854-24-DE","2007-006854-24",1,0,"Unknown",0,NA,NA,NA,NA,"Actinic keratosis AK"
"2007-007198-21-ES","2007-007198-21",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo 2"
"2007-007540-10-ES","2007-007540-10",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus tipo 2 Type 2 Diabetes Mellitus"
"2008-000345-55-ES","2008-000345-55",1,0,"Unknown",0,NA,NA,NA,NA,"Cancer de pulmon no microctico"
"2008-000516-32-ES","2008-000516-32",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes tipo 2 tratado con metformina y no suficientemente controlada"
"2008-000521-19-ES","2008-000521-19",NA,NA,"Unknown",1,NA,NA,NA,NA,"Diabetes tipo 2 tratada con metformina pero no suficientemente controlada con unt tratamiento previo de metformina y con insulina glargina o sitagliptina."
"2008-000558-11-BE","2008-000558-11",1,0,"Unknown",0,NA,NA,NA,NA,"H5N1 vaccination in healthy subjects adult and elderly population and in specified risk groups chronically ill, transplant and HIV patients."
"2008-000750-13-BE","2008-000750-13",0,0,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 Diabetes Mellitus."
"2008-000854-11-BE","2008-000854-11",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes"
"2008-000874-19-ES","2008-000874-19",1,1,"Unknown",0,NA,NA,NA,NA,"Hipertensin Hypertension"
"2008-000959-10-DE","2008-000959-10",1,1,"Unknown",1,NA,NA,NA,NA,"Type II diabetes mellitus"
"2008-000976-26-IT","2008-000976-26",1,1,"Unknown",1,NA,NA,NA,NA,"Type II diabetes"
"2008-001002-16-DE","2008-001002-16",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-001038-28-BE","2008-001038-28",0,0,"Unknown",0,NA,NA,NA,NA,"Prophylaxis of Influenza"
"2008-001049-24-BE","2008-001049-24",1,1,"Unknown",1,3723,230,6,0.16116035455278,"Obesity and overweight Pre-diabetes"
"2008-001050-40-FR","2008-001050-40",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes"
"2008-001089-10-FR","2008-001089-10",1,1,"Unknown",1,NA,NA,NA,NA,"DIABETES, NOS"
"2008-001243-18-ES","2008-001243-18",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus Tipo 2"
"2008-001246-21-DE","2008-001246-21",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-001454-40-IT","2008-001454-40",0,0,"Unknown",0,NA,NA,NA,NA,"tipe I dyabete"
"2008-001640-40-DE","2008-001640-40",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes   with insufficient glycaemic control HbA1c  7.5 to  11  at Visit 2  with very poor glycaemic control HbA1c  11"
"2008-001744-39-DE","2008-001744-39",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2008-001765-28-SK","2008-001765-28",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2008-001854-42-ES","2008-001854-42",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus Diabetes Mellitus tipo II"
"2008-001855-23-BE","2008-001855-23",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus"
"2008-001856-36-ES","2008-001856-36",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo 2"
"2008-001921-33-ES","2008-001921-33",1,1,"Unknown",1,NA,NA,NA,NA,"DIABETES"
"2008-002121-36-DE","2008-002121-36",1,1,"Unknown",1,NA,NA,NA,NA,"Treatment of Type 2 Diabetes"
"2008-002199-88-ES","2008-002199-88",1,1,"Unknown",0,NA,NA,NA,NA,"Obesidad y sobrepeso"
"2008-002205-40-DE","2008-002205-40",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",0,NA,NA,NA,NA,"Otelixizumab is being developed for the treatment of patients with autoimmune T1DM with residual beta cell function RBCF, with the goal of preserving RBCF in this patient population. There are currently no approved treatments for this indication. Approved treatments for T1DM in the EU are insulins or insulin analogues."
"2008-002439-33-IT","2008-002439-33",1,1,"Unknown",0,NA,NA,NA,NA,"Patients with essential hypertension and with at least one additional cardiovascular risk factor, not controlled by a previous monotherapy"
"2008-002708-25-BE","2008-002708-25",1,1,"Unknown",0,NA,NA,NA,NA,"Acute Coronary Syndrome ACS"
"2008-002843-18-BE","2008-002843-18",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetic Sensorimotor Polyneuropathy"
"2008-003118-86-HU","2008-003118-86",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes with insufficient glycaemic control HbA1c 7.0-10 despite background therapy with a sulfonylurea drug"
"2008-003640-11-IT","2008-003640-11",1,1,"Unknown",1,NA,NA,NA,NA,"Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control."
"2008-003843-36-GR","2008-003843-36",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2008-004412-12-SK","2008-004412-12",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-004522-16-BE","2008-004522-16",1,1,"Diseases C - Cardiovascular Diseases C14",0,NA,NA,NA,NA,"Reduction of Stroke and/or systemic embolic event SEE in subjects with atrial fibrillation AF."
"2008-004722-16-BE","2008-004722-16",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-004881-16-ES","2008-004881-16",1,1,"Unknown",0,NA,NA,NA,NA,"Enfermedad coronaria"
"2008-004913-93-HU","2008-004913-93",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2008-004953-14-DK","2008-004953-14",1,1,"Unknown",0,NA,NA,NA,NA,"hypercholesterolemia"
"2008-005012-41-DE","2008-005012-41",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes"
"2008-005030-73-DE","2008-005030-73",1,1,"Unknown",1,NA,NA,NA,NA,"- Incidence of CV outcomes compared to placebo for the TZD class as a whole, rosiglitazone RSG, and pioglitazone PIO when added to the therapeutic regimen of a person with type 2 diabetes who has additional risk factors for CV events.   - Determine whether adding vitamin D in such individuals is superior to adding placebo with respect to reducing the incidence of death or serious cancers requiring hospitalization, chemotherapy or surgery compared to placebo."
"2008-005248-17-BE","2008-005248-17",NA,NA,"Unknown",1,NA,NA,NA,NA,"This is a study of the long term safety of dabigatran intended indication: stroke prevention in patients with atrial fibrillation.Eligible patients received dabigatran during the RE-LY trial 1160.26.At the time of entry into RE-LY, patients had at least one risk factor for stroke 1 congestive heart failure, 2 left ventricular dysfunction, 3 age 75, 4 age 65 years with hypertension, diabetes or coronary artery disease or 5 previous stroke, systemic embolism or transient ischemic attack"
"2008-005546-23-DE","2008-005546-23",1,1,"Diseases C - Nervous System Diseases C10",0,3876,227,282,7.27554179566563,"Insulin resistance in patients who have had a stroke or transient ischaemic attack"
"2008-005575-96-BE","2008-005575-96",1,1,"Unknown",0,15802,399,1159,7.33451461840273,"chronic Coronary Heart Disease cCHD"
"2008-005767-34-FR","2008-005767-34",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus"
"2008-005768-15-SE","2008-005768-15",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes"
"2008-005769-71-FR","2008-005769-71",1,0,"Unknown",1,NA,NA,NA,NA,"type 1 diabetes"
"2008-005771-10-FI","2008-005771-10",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus"
"2008-005774-13-DE","2008-005774-13",1,0,"Unknown",1,NA,NA,NA,NA,"type 1 diabetes"
"2008-005776-27-BE","2008-005776-27",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2008-005777-35-ES","2008-005777-35",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus type 2 Diabetes mellitus tipo 2"
"2008-005809-20-ES","2008-005809-20",1,1,"Unknown",1,NA,NA,NA,NA,"Pacientes con Diabetes Tipo 2 Patients with Type 2 diabetes"
"2008-005892-83-GB","2008-005892-83",1,1,"Body processes G - Metabolic Phenomena G03",0,400,95,0,0,"Obesity in pregnancy.   Obesity in pregnancy has been identified by Confidential Enquiry into Maternal And Child Health CEMACH 2008-2011 as a major health risk to mother and baby."
"2008-005972-29-BE","2008-005972-29",1,1,"Unknown",0,NA,NA,NA,NA,"The investigation will be carried out on subjects with Acute Coronary Syndromes."
"2008-006176-30-DE","2008-006176-30",1,1,"Unknown",0,NA,NA,NA,NA,"Chronic neuropathic low back pain."
"2008-006177-32-ES","2008-006177-32",1,1,"Unknown",0,NA,NA,NA,NA,"Linfoma de clulas del manto Mantle-Cell Lymphoma"
"2008-006317-25-DE","2008-006317-25",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes"
"2008-006439-12-BE","2008-006439-12",1,0,"Diseases C - Virus Diseases C02",0,4684,NA,151,3.22374039282664,"HIV Infection"
"2008-006447-40-BE","2008-006447-40",1,1,"Unknown",0,NA,NA,NA,NA,"Progression of atherosclerosis in hypertensive patients with coronary artery disease"
"2008-006719-20-BE","2008-006719-20",1,1,"Body processes G - Metabolic Phenomena G03",1,14540,NA,111,0.763411279229711,"Type 2 diabetes mellitus T2DM"
"2008-006720-62-ES","2008-006720-62",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes Mellitus tipo 2 Type 2 diabetes mellitus"
"2008-007334-22-DE","2008-007334-22",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-007335-40-DE","2008-007335-40",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes"
"2008-007444-34-ES","2008-007444-34",1,1,"Unknown",1,NA,NA,NA,NA,"Pacientes con diabetes mellitus de tipo II DMT2 actualmente en tratamiento con una dosis diaria estable de metformina sola, pero que tienen un control glucmico insuficiente.  Patients with type II diabetes mellitus T2DM who are currently treated with a stable daily dose of metformin alone but experiencing inadequate glycemic control"
"2008-007660-41-ES","2008-007660-41",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus"
"2008-007661-24-ES","2008-007661-24",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus"
"2008-007662-37-ES","2008-007662-37",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus"
"2008-007664-42-ES","2008-007664-42",1,1,"Unknown",1,NA,NA,NA,NA,"Diabetes mellitus de tipo 2 Type 2 Diabetes Mellitus"
"2008-007681-30-IT","2008-007681-30",1,1,"Unknown",0,NA,NA,NA,NA,"Essential hypertension"
"2008-007689-52-DE","2008-007689-52",1,1,"Unknown",1,NA,NA,NA,NA,"Lipids not at goal in diabetic patients with cardiovascular disease"
"2008-008127-15-ES","2008-008127-15",1,1,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus Diabetes Mellitus tipo 2"
"2008-008287-28-DE","2008-008287-28",0,0,"Unknown",1,NA,NA,NA,NA,"Patients with prediabetes either impaired glucose tolerance or imparied fasting glucose and no obvious diabetes mellitus"
"2008-008296-33-BE","2008-008296-33",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes pretreated with basal Insulin therapy"
"2008-008298-77-BE","2008-008298-77",1,1,"Unknown",0,NA,NA,NA,NA,"Subjects with a recent acute coronary syndrome ACS and at least 2 additional risk factors for recurrent ischemic events."
"2008-008494-59-DE","2008-008494-59",1,1,"Unknown",1,NA,NA,NA,NA,"Patients with type 2 diabetes previously completing the double-blind part of study 1218.46"
"2009-009157-24-ES","2009-009157-24",1,1,"Unknown",1,NA,NA,NA,NA,"Pacientes con diabetes mellitus tipo 2 Patients with Type 2 diabetes"
"2009-009320-36-DE","2009-009320-36",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-009500-39-BE","2009-009500-39",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes"
"2009-009889-13-BE","2009-009889-13",1,1,"Unknown",1,NA,NA,NA,NA,"Type II Diabetes Mellitus"
"2009-010063-16-ES","2009-010063-16",1,1,"Unknown",0,NA,NA,NA,NA,"Neuropata Diabtica Dolorosa"
"2009-010170-38-ES","2009-010170-38",1,1,"Unknown",0,NA,NA,NA,NA,"enfermedad cardiovascular, hipertensin funcional"
"2009-010224-25-DE","2009-010224-25",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-010536-17-ES","2009-010536-17",1,1,"Unknown",0,NA,NA,NA,NA,"Edema macular despus de intervencin de cataratas. macular edema following cataract surgery"
"2009-010662-28-FR","2009-010662-28",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes mellitus"
"2009-010830-23-IE","2009-010830-23",1,0,"Unknown",1,NA,NA,NA,NA,"Diabetes"
"2009-010900-27-BE","2009-010900-27",0,0,"Unknown",0,NA,NA,NA,NA,"Prophylaxis of Influenza"
"2009-011150-17-BE","2009-011150-17",1,1,"Diseases C - Cardiovascular Diseases C14",0,605,57,70,11.5702479338843,"Pulmonary arterial hypotension"
"2009-011222-34-BE","2009-011222-34",1,1,"Diseases C - Cardiovascular Diseases C14",1,NA,NA,NA,NA,"Type 2 diabetes mellitus T2DM and acute coronary syndrome ACS"
"2009-011231-12-ES","2009-011231-12",1,0,"Unknown",1,125,9,0,0,"Pacientes con diabetes mellitus tipo 1, entre 1 y 6 aos _______________________________________________ Patients with type 1 diabetes mellitus, aged at least 1 year to less than 6 years"
"2009-011271-78-ES","2009-011271-78",1,0,"Unknown",1,NA,NA,NA,NA,"type 2 diabetes Diabetes tipo 2"
"2009-011398-33-CZ","2009-011398-33",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes"
"2009-011399-31-FR","2009-011399-31",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 Diabetes Mellitus"
"2009-011606-41-BE","2009-011606-41",1,1,"Body processes G - Metabolic Phenomena G03",1,NA,NA,NA,NA,"Recent-onset type 1 diabetes mellitus"
"2009-011672-29-IT","2009-011672-29",1,0,"Unknown",1,NA,NA,NA,NA,"type 1 diabetes"
"2009-012011-17-BE","2009-012011-17",1,0,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes"
"2009-012140-16-BE","2009-012140-16",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,4327,136,208,4.80702565287728,"Type 2 diabetes mellitus and history or high risk cardiovascular disease"
"2009-012201-19-BE","2009-012201-19",1,1,"Unknown",1,9340,368,829,8.87580299785867,"Type 2 diabetes mellitus"
"2009-012269-71-ES","2009-012269-71",1,1,"Unknown",1,7174,422,4,0.0557568999163646,"Pacientes con diabetes tipo 2 con un episodio reciente de sndrome coronario agudo SCA. Type 2 diabetes patients with a recent acute coronary syndrome ACS event."
"2009-012367-34-BE","2009-012367-34",1,1,"Diseases C - Virus Diseases C02",0,NA,NA,NA,NA,"Influenza"
"2009-012581-32-BE","2009-012581-32",1,1,"Diseases C - Cardiovascular Diseases C14",0,12917,371,779,6.03081210807463,"after recent Acute Coronary Syndrome ACS"
"2009-012597-13-LT","2009-012597-13",1,1,"Unknown",1,NA,NA,NA,NA,"Type 2 diabetes mellitus T2DM"
"2009-012652-24-LT","2009-012652-24",1,1,"Body processes G - Metabolic Phenomena G03",1,NA,NA,NA,NA,"Type II diabetes mellitus T2DM"
